Article Title,Author,Journal Title,ISSN,ISBN,Publication Date,Volume,Issue,First Page,Page Count,Accession Number,DOI,Publisher,Doctype,Subjects,Keywords,Abstract,PLink
"A Review and Future Perspectives of Arabic Question Answering Systems.","Ray, Santosh K.; Shaalan, Khaled","IEEE Transactions on Knowledge & Data Engineering",="10414347",,="Dec2016","28","12","3169","22","119353200","10.1109/TKDE.2016.2607201","IEEE","Article","NATURAL language processing; INTERNET; Wired Telecommunications Carriers; Internet Publishing and Broadcasting and Web Search Portals; QUESTION answering systems; ARABIC language; COMPUTATIONAL linguistics","Computer architecture; Document retrieval; Internet; Knowledge based systems; Knowledge discovery; literature review; Natural language processing; query expansion; question answering systems; Search engines; Standards; tools for arabic information retrieval","Question Answering Systems (QASs) have emerged as a good alternative for information seekers to retrieve precise information over the Internet. A good amount of research has been done to improve the performance of QASs across several languages, including European and Asian languages. However, Arabic, a morphologically rich Semitic language spoken by over 422 million people, has not seen similar development in the field of question answering. This article reviews the developments taking place in Arabic QASs as well as the challenges faced by researchers in developing Arabic QASs. After conducting an extensive literature survey of a number of English and Arabic QASs, this article classifies them according to several criteria. The most commonly used architecture for the development of an Arabic QAS, known as pipeline architecture, has been presented. In order to encourage and support the new researchers and scholars in conducting research in Arabic QASs, a list of techniques, tools, and computational linguistic resources, required to implement the components of the presented pipelined architecture, are described in this article in a simple and persuasive manner. Finally, the gap analysis between the research in Arabic and English QASs has been performed and accordingly, some future directions for research in Arabic QASs have been proposed. [ABSTRACT FROM PUBLISHER] Copyright of IEEE Transactions on Knowledge & Data Engineering is the property of IEEE and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&db=buh&AN=119353200&site=bsi-live"
"A Review of Modern Fashion Recommender Systems.","DELDJOO, YASHAR; NAZARY, FATEMEH; RAMISA, ARNAU; MCAULEY, JULIAN; PELLEGRINI, GIOVANNI; BELLOGIN, ALEJANDRO; DI NOIA, TOMMASO","ACM Computing Surveys",="03600300",,="Apr2024","56","4","1","37","174004917","10.1145/3624733","Association for Computing Machinery","Article",,"artificial intelligence; computer vision; e-commerce; fashion retail; information retrieval; machine learning; Recommender systems; text mining",,"https://search.ebscohost.com/login.aspx?direct=true&db=buh&AN=174004917&site=bsi-live"
"Accounting fraud detection using contextual language learning.","Bhattacharya, Indranil; Mickovic, Ana","International Journal of Accounting Information Systems",="14670895",,="Jun2024","53",,"N.PAG","1","177747955","10.1016/j.accinf.2024.100682","Elsevier B.V.","Article","ACCOUNTING fraud; FORENSIC accounting; ACCOUNTING software; UNITED States. Securities & Exchange Commission; Other Accounting Services; Regulation, Licensing, and Inspection of Miscellaneous Commercial Sectors; FRAUD investigation; CONTEXTUAL learning; LANGUAGE models","Accounting fraud detection; BERT; Information Retrieval; Natural Language Processing","• Financial reporting text is an important source of information for fraud detection. • Application of BERT in accounting fraud detection setting. • Contextual learning improves accounting fraud detection relative to benchmarks. • Final model outperforms existing textual and quantitative benchmark models. • We provide practical insights for financial investigators. Accounting fraud is a widespread problem that causes significant damage in the economic market. Detection and investigation of fraudulent firms require a large amount of time, money, and effort for corporate monitors and regulators. In this study, we explore how textual contents from financial reports help in detecting accounting fraud. Pre-trained contextual language learning models, such as BERT, have significantly advanced natural language processing in recent years. We fine-tune the BERT model on Management Discussion and Analysis (MD&A) sections of annual 10-K reports from the Securities and Exchange Commission (SEC) database. Our final model outperforms the textual benchmark model and the quantitative benchmark model from the previous literature by 15% and 12%, respectively. Further, our model identifies five times more fraudulent firm-year observations than the textual benchmark by investigating the same number of firms, and three times more than the quantitative benchmark. Optimizing this investigation process, where more fraudulent observations are detected in the same size of the investigation sample, would be of great economic significance for regulators, investors, financial analysts, and auditors. [ABSTRACT FROM AUTHOR] Copyright of International Journal of Accounting Information Systems is the property of Pergamon Press - An Imprint of Elsevier Science and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&db=buh&AN=177747955&site=bsi-live"
"An augmented semantic search tool for multilingual news analytics.","Harikumar, Sandhya; Sathyajit, Rohit; Karumudi, Gnana Venkata Naga Sai Kalyan","Journal of Intelligent & Fuzzy Systems",="10641246",,="2022","43","6","8315","13","160553638","10.3233/JIFS-221184","IOS Press","Article","INFORMATION retrieval; NATURAL language processing; SEARCH engines; KEYWORD searching; ENGLISH language","Latent dirichlet allocation(LDA); multilingual; natural language processing(NLP); News analytics; semantic information retrieval","News feeds generate colossal amount of data consisting of important information hidden in the intricacies. State of the art methods are still at infancy in providing a very generic and publicly available solution to skim through the important information in the news from various sources and an ability to search using specific keywords in different languages. This paper focuses on designing a tool to extract semantic details from news articles published through various internet sources in various languages. The semantic information is stored within DBMS for ease of organizing and retrieving the data. Further, a querying facility to search through entire articles based on the keyword or date-based search is also proposed to view the crisp content. The news articles in English, and two Indian languages - Hindi and Malayalam are considered for experimentation. The proposed strategy consists of two main components namely, Generative model creation and Query engine. Generative model aims to extract important entities and keywords along with their relevance to the article and other similar articles using Latent Dirichlet Allocation(LDA) and Named Entity Recognition(NER). Query engine is to facilitate on the fly retrieval of semantic content from the database, based on user keyword. The search engine, along with database indexing, reduces the access time to the database thereby retrieving the information in less time. Experimental results show that the proposed method is effective in terms of quality of information and time consumed for information retrieval. [ABSTRACT FROM AUTHOR] Copyright of Journal of Intelligent & Fuzzy Systems is the property of IOS Press and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&db=buh&AN=160553638&site=bsi-live"
"An Automated Framework for Incorporating News into Stock Trading Strategies.","Nuij, Wijnand; Milea, Viorel; Hogenboom, Frederik; Frasincar, Flavius; Kaymak, Uzay","IEEE Transactions on Knowledge & Data Engineering",="10414347",,="Apr2014","26","4","823","13","95069368","10.1109/TKDE.2013.133","IEEE","Article","STOCKS (Finance); APPLICATION software; NATURAL language processing; WEB analytics; Software Publishers; Software publishers (except video game publishers); Custom Computer Programming Services; GENETIC algorithms; GENETIC programming","Companies; Computer applications; Context; Corporate acquisitions; evolutionary computing and genetic algorithms; Genetic programming; Indexes; Information retrieval; learning; natural language processing; Stock markets; web text analysis","In this paper we present a framework for automatic exploitation of news in stock trading strategies. Events are extracted from news messages presented in free text without annotations. We test the introduced framework by deriving trading strategies based on technical indicators and impacts of the extracted events. The strategies take the form of rules that combine technical trading indicators with a news variable, and are revealed through the use of genetic programming. We find that the news variable is often included in the optimal trading rules, indicating the added value of news for predictive purposes and validating our proposed framework for automatically incorporating news in stock trading strategies. [ABSTRACT FROM AUTHOR] Copyright of IEEE Transactions on Knowledge & Data Engineering is the property of IEEE and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&db=buh&AN=95069368&site=bsi-live"
"An automated online crisis dispatcher.","Fitrianie, Siska; Rothkrantz, Leon J. M.","International Journal of Emergency Management",="14714825",,="2008","5","1/2","123","22","34159895","10.1504/IJEM.2008.019910","Inderscience Enterprises Ltd.","Article","HUMAN-computer interaction; NATURAL language processing; INFORMATION storage & retrieval systems; TECHNOLOGY; CRISIS management; INTERPERSONAL communication; EMERGENCY management; Other Justice, Public Order, and Safety Activities; Other federal protective services; Other provincial protective services; Other municipal protective services; Emergency and Other Relief Services","communication flow; crisis hotline dispatcher; emergency management; emergency response; HCI; human-computer dialogue; human-computer interaction; information retrieval; information systems; natural language processing; online crisis management; text-based emotion recognition","The article features the dialogue system that can play as a crisis hotline dispatcher, hence, helping human operators at the crisis centers disseminate precise information during crisis events. It notes that the dialogue system offers a natural user interaction through its ability to start a user-friendly dialogue that takes care of the content, context, and user's emotion. It also retrieves information regarding crisis situations from users while controlling the communication flow.","https://search.ebscohost.com/login.aspx?direct=true&db=buh&AN=34159895&site=bsi-live"
"An English Language Question Answering System for a Large Relational Database.","Waltz, David L.; Montgomery, Christine A.","Communications of the ACM",="00010782",,="Jul1978","21","7","526","14","5236444","10.1145/359545.359550","Association for Computing Machinery","Article","RELATIONAL databases; AIRPLANES; INFORMATION storage & retrieval systems; DATABASES; Nonscheduled Chartered Passenger Air Transportation; Aerospace product and parts manufacturing; Aircraft Manufacturing; ENGLISH language; AERONAUTICS","artificial intelligence; database front end; dialogue; information retrieval; natural language; natural language programming; query generation; question answering; relational database","By typing requests in English, casual users will be able to obtain explicit answers from a large relational database of aircraft flight and maintenance data using a system called PLANES. The design and implementation of this system is described and illustrated with detailed examples of the operation of system components and examples of overall system operation. The language processing portion of the system uses a number of augmented transition networks, each of which matches phrases with a specific meaning, along with context registers (history keepers) and concept case frames; these are used for judging meaningfulness of questions, generating dialogue for clarifying partially understood questions, and resolving ellipsis and pronoun reference problems. Other system components construct a formal query for the relational database, and optimize the order of searching relations. Methods are discussed for handling vague or complex questions and for providing browsing ability. Also included are discussions of important issues in programming natural language systems for limited domains, and the relationship of this system to others. [ABSTRACT FROM AUTHOR] Copyright of Communications of the ACM is the property of Association for Computing Machinery and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&db=buh&AN=5236444&site=bsi-live"
"An ensemble clustering approach for topic discovery using implicit text segmentation.","Memon, Muhammad Qasim; Lu, Yu; Chen, Penghe; Memon, Aasma; Pathan, Muhammad Salman; Zardari, Zulfiqar Ali","Journal of Information Science",="01655515",,="Aug2021","47","4","431","27","151171329","10.1177/0165551520911590","Sage Publications, Ltd.","Article","INFORMATION retrieval; NATURAL language processing; WORD frequency","Information retrieval; natural language processing; ontological similarity; text clustering; text mining; text segmentation","Text segmentation (TS) is the process of dividing multi-topic text collections into cohesive segments using topic boundaries. Similarly, text clustering has been renowned as a major concern when it comes to multi-topic text collections, as they are distinguished by sub-topic structure and their contents are not associated with each other. Existing clustering approaches follow the TS method which relies on word frequencies and may not be suitable to cluster multi-topic text collections. In this work, we propose a new ensemble clustering approach (ECA) is a novel topic-modelling-based clustering approach, which induces the combination of TS and text clustering. We improvised a LDA-onto (LDA-ontology) is a TS-based model, which presents a deterioration of a document into segments (i.e. sub-documents), wherein each sub-document is associated with exactly one sub-topic. We deal with the problem of clustering when it comes to a document that is intrinsically related to various topics and its topical structure is missing. ECA is tested through well-known datasets in order to provide a comprehensive presentation and validation of clustering algorithms using LDA-onto. ECA exhibits the semantic relations of keywords in sub-documents and resultant clusters belong to original documents that they contain. Moreover, present research sheds the light on clustering performances and it indicates that there is no difference over performances (in terms of F -measure) when the number of topics changes. Our findings give above par results in order to analyse the problem of text clustering in a broader spectrum without applying dimension reduction techniques over high sparse data. Specifically, ECA provides an efficient and significant framework than the traditional and segment-based approach, such that achieved results are statistically significant with an average improvement of over 10.2%. For the most part, proposed framework can be evaluated in applications where meaningful data retrieval is useful, such as document summarization, text retrieval, novelty and topic detection. [ABSTRACT FROM AUTHOR] Copyright of Journal of Information Science is the property of Sage Publications, Ltd. and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&db=buh&AN=151171329&site=bsi-live"
"An improved Urdu stemming algorithm for text mining based on multi-step hybrid approach.","Jabbar, Abdul; Iqbal, Sajid; Akhunzada, Adnan; Abbas, Qaisar","Journal of Experimental & Theoretical Artificial Intelligence",="0952813X",,="Sep2018","30","5","703","21","132054653","10.1080/0952813X.2018.1467495","Taylor & Francis Ltd","Article","ARTIFICIAL intelligence; ALGORITHMS; DATA mining; ELECTRONIC data processing; Data Processing, Hosting, and Related Services; MACHINE learning","affixes; information retrieval; lemmatization; natural language processing; stemming; text mining; Urdu; Urdu stemmer","Stemming is the basic operation in Natural language processing (NLP) to remove derivational and inflectional affixes without performing a morphological analysis. This practice is essential to extract the root or stem. In NLP domains, the stemmer is used to improve the process of information retrieval (IR), text classifications (TC), text mining (TM) and related applications. In particular, Urdu stemmers utilize only uni-gram words from the input text by ignoring bigrams, trigrams, and n-gram words. To improve the process and efficiency of stemming, bigrams and trigram words must be included. Despite this fact, there are a few developed methods for Urdu stemmers in the past studies. Therefore, in this paper, we proposed an improved Urdu stemmer, using hybrid approach divided into multi-step operation, to deal with unigram, bigram, and trigram features as well. To evaluate the proposed Urdu stemming method, we have used two corpora; word corpus and text corpus. Moreover, two different evaluation metrics have been applied to measure the performance of the proposed algorithm. The proposed algorithm achieved an accuracy of 92.97% and compression rate of 55%. These experimental results indicate that the proposed system can be used to increase the effectiveness and efficiency of the Urdu stemmer for better information retrieval and text mining applications. [ABSTRACT FROM AUTHOR] Copyright of Journal of Experimental & Theoretical Artificial Intelligence is the property of Taylor & Francis Ltd and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&db=buh&AN=132054653&site=bsi-live"
"An improvement key deletion method for double-array structure using single-nodes","Oono, Masaki; Fuketa, Masao; Morita, Kazuhiro; Kashiji, Shinkaku; Aoe, Jun-ichi","Information Processing & Management",="03064573",,="Jan2004","40","1","47","17","11535296","10.1016/S0306-4573(02)00090-0","Elsevier B.V.","Article","TEXT processing (Computer science); ELECTRONIC data processing; INFORMATION retrieval; Data Processing, Hosting, and Related Services; Book, periodical and newspaper merchant wholesalers; ENCYCLOPEDIAS & dictionaries","Dictionary; Double-array structure; Information retrieval; Natural language processing; Trie search","A trie is a well known method for various dictionaries, such as spelling check and morphological analysis. A double-array structure is an efficient data structure combining fast access of a matrix form with the compactness of a list form. The drawback of the double-array is that the space efficiency degrades by empty elements produced in key deletion. Morita presented a key deletion method eliminating empty elements. However, the space efficiency of this method is low for high frequent deletion and deletion takes much time because the cost depends on the number of the empty elements. This paper presents a fast and compact deletion method by using the property of nodes that have no brothers. From simulation results for 100,000 keys, the present method is about 330 times faster than Morita’s method and keeps high space efficiency. [Copyright &y& Elsevier] Copyright of Information Processing & Management is the property of Pergamon Press - An Imprint of Elsevier Science and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&db=buh&AN=11535296&site=bsi-live"
